Education,Marital_Status,Income,Kidhome,Teenhome,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,DaysEnrolled,YearsEnrolled,Age,AgeGroup,MntTotal,MntRegProds,NbChildren,ChildrenPresence,AcceptedCmpTotal,AcceptedSomeCmp,NumTotalPurchases,Cluster
Graduation,HasPartner,47743.0,0,1,56,198,2,43,0,12,20,3,4,1,6,6,0,1,0,0,0,0,0,464,1,57,45-64,275,255,1,1,1,1,11,2
2n Cycle,HasPartner,62972.0,0,1,39,313,15,47,20,0,192,2,7,4,3,6,0,0,0,0,0,0,0,695,1,59,45-64,587,395,1,1,0,0,14,2
PhD,Single,57333.0,0,1,55,941,14,397,76,58,176,11,8,5,9,6,0,0,0,0,0,0,1,645,1,60,45-64,1662,1486,1,1,0,0,22,2
PhD,HasPartner,32313.0,1,0,60,86,4,56,2,4,7,3,4,0,4,9,0,0,0,0,0,0,0,503,1,32,26-44,159,152,1,1,0,0,8,0
Master,Single,84953.0,0,0,73,167,48,602,63,72,72,1,3,10,4,2,0,1,1,1,0,0,1,391,1,61,45-64,1024,952,0,0,3,1,17,1
Master,Single,27071.0,1,0,90,8,3,19,0,2,3,2,2,0,3,6,0,0,0,0,0,0,0,67,0,46,45-64,35,32,1,1,0,0,5,0
Master,HasPartner,68148.0,0,0,86,389,66,408,37,57,85,1,4,4,6,2,0,0,0,0,0,0,0,302,0,57,45-64,1042,957,0,0,0,0,14,1
Master,HasPartner,65735.0,1,1,37,239,7,119,4,15,11,5,6,2,6,7,0,0,0,0,0,0,0,204,0,49,45-64,395,384,2,1,0,0,14,2
PhD,HasPartner,86836.0,0,0,7,179,21,273,0,21,63,1,6,10,6,5,1,0,1,1,0,0,1,655,1,39,26-44,557,494,0,0,3,1,22,1
PhD,HasPartner,4023.0,1,1,29,5,0,1,1,1,1,15,0,0,0,19,0,0,0,0,0,0,0,6,0,51,45-64,9,8,2,1,0,0,0,0
Graduation,HasPartner,30093.0,0,0,19,2,6,28,13,4,16,1,2,0,3,7,0,0,0,0,0,0,0,356,0,24,18-25,69,53,0,0,0,0,5,0
PhD,HasPartner,57705.0,0,1,14,383,0,53,6,4,40,3,8,1,6,6,0,0,0,0,0,0,0,169,0,48,45-64,486,446,1,1,0,0,15,2
Graduation,Single,25008.0,1,0,72,2,8,8,6,1,9,2,1,0,3,8,0,0,0,0,0,0,0,147,0,26,26-44,34,25,1,1,0,0,4,0
2n Cycle,Single,83257.0,0,0,56,536,27,590,38,107,67,1,5,10,12,6,1,0,1,0,0,1,1,649,1,19,18-25,1365,1298,0,0,2,1,27,1
Graduation,HasPartner,22280.0,1,0,85,2,1,4,3,1,2,1,1,0,2,8,0,0,0,0,0,0,0,406,1,39,26-44,13,11,1,1,0,0,3,0
PhD,HasPartner,72159.0,0,0,62,322,53,899,34,40,53,1,4,6,10,2,0,0,0,0,0,0,0,608,1,36,26-44,1401,1348,0,0,0,0,20,1
Graduation,HasPartner,64260.0,0,0,1,539,169,816,20,0,30,1,4,5,4,3,0,0,0,0,0,0,1,534,1,53,45-64,1574,1544,0,0,0,0,13,1
PhD,Single,82733.0,0,0,28,712,50,420,65,38,38,1,8,4,7,4,0,0,0,0,0,0,1,292,0,30,26-44,1323,1285,0,0,0,0,19,1
Master,Single,74290.0,0,1,70,1121,0,72,0,12,12,4,10,8,10,6,0,1,0,1,0,0,0,321,0,43,26-44,1217,1205,1,1,2,1,28,2
Master,Single,58217.0,2,1,84,68,1,13,3,5,13,1,2,0,4,6,0,0,0,0,0,0,0,589,1,63,45-64,103,90,3,1,0,0,6,0
Master,HasPartner,21024.0,0,0,89,36,4,18,6,2,18,1,2,0,4,7,0,0,0,0,0,0,0,360,0,38,26-44,84,66,0,0,0,0,6,0
PhD,HasPartner,70116.0,0,0,73,707,44,603,95,58,29,1,2,8,12,1,0,0,0,0,0,0,0,519,1,42,26-44,1536,1507,0,0,0,0,22,1
Graduation,HasPartner,54006.0,1,0,42,174,77,203,6,24,97,2,8,1,7,7,0,0,0,0,0,0,0,649,1,29,26-44,581,484,1,1,0,0,16,2
PhD,HasPartner,69063.0,0,1,16,666,35,124,69,8,26,1,5,3,5,3,0,0,0,0,0,0,0,599,1,48,45-64,928,902,1,1,0,0,13,2
2n Cycle,Single,11448.0,0,0,16,0,0,0,6,2,6,1,1,0,2,6,0,0,0,0,0,0,0,196,0,39,26-44,14,8,0,0,0,0,3,0
Graduation,Single,61825.0,0,1,56,162,50,100,55,30,27,1,4,2,8,4,0,0,0,0,0,0,0,326,0,35,26-44,424,397,1,1,0,0,14,2
Graduation,HasPartner,70886.0,1,0,65,407,70,239,103,88,53,1,5,4,4,2,0,0,0,0,0,0,0,258,0,43,26-44,960,907,1,1,0,0,13,1
Graduation,HasPartner,69109.0,0,0,10,823,25,459,124,29,95,1,6,6,7,4,0,0,1,0,0,0,1,597,1,32,26-44,1555,1460,0,0,1,1,19,1
Graduation,Single,60208.0,1,1,13,488,23,71,15,0,59,11,8,3,7,7,0,1,0,0,0,0,1,630,1,41,26-44,656,597,2,1,1,1,18,2
Master,HasPartner,32889.0,1,1,78,28,0,13,4,2,8,3,2,1,3,5,0,0,0,0,0,0,0,296,0,46,45-64,55,47,2,1,0,0,6,0
Graduation,Single,34738.0,1,0,51,3,2,10,3,0,2,1,1,0,3,6,0,0,0,0,0,0,0,49,0,30,26-44,20,18,1,1,0,0,4,0
Master,HasPartner,30538.0,1,0,27,284,0,52,8,3,20,4,9,0,4,10,0,0,0,0,0,0,0,636,1,43,26-44,367,347,1,1,0,0,13,2
2n Cycle,HasPartner,82326.0,0,0,30,938,142,754,159,81,183,1,5,10,6,2,0,1,1,1,0,0,1,111,0,37,26-44,2257,2074,0,0,3,1,21,1
PhD,Single,26642.0,1,0,71,13,2,15,2,2,8,2,2,0,3,6,0,0,0,0,0,0,0,120,0,47,45-64,42,34,1,1,0,0,5,0
Graduation,Single,69932.0,0,1,97,412,172,153,150,105,57,2,7,6,11,4,0,0,0,0,0,0,0,382,1,50,45-64,1049,992,1,1,0,0,24,1
Graduation,Single,44503.0,1,1,83,31,1,8,0,0,8,2,2,0,3,6,0,0,0,0,0,0,0,74,0,42,26-44,48,40,2,1,0,0,5,0
PhD,Single,60200.0,0,1,3,502,19,132,0,6,26,6,6,2,11,6,0,0,0,0,0,0,0,543,1,66,65+,685,659,1,1,0,0,19,2
Graduation,Single,49638.0,0,1,71,18,10,3,3,5,0,1,1,0,3,2,0,0,0,0,0,0,0,71,0,62,45-64,39,39,1,1,0,0,4,0
2n Cycle,Single,23830.0,0,0,3,1,8,6,4,8,16,1,1,0,3,7,0,0,0,0,0,0,0,142,0,27,26-44,43,27,0,0,0,0,4,0
Master,Single,33051.0,0,0,15,100,71,243,108,94,219,3,9,1,8,9,0,0,0,0,0,0,1,682,1,55,45-64,835,616,0,0,0,0,18,2
Graduation,HasPartner,72905.0,0,0,52,407,114,445,181,165,203,1,3,7,9,1,0,0,0,1,0,0,0,159,0,56,45-64,1515,1312,0,0,1,1,19,1
PhD,HasPartner,69702.0,0,1,8,664,9,240,50,19,57,2,7,7,10,4,0,0,0,0,0,0,0,495,1,63,45-64,1039,982,1,1,0,0,24,2
Graduation,Single,70300.0,1,0,89,1045,61,338,60,46,46,3,5,5,13,8,0,0,0,0,0,0,0,349,0,39,26-44,1596,1550,1,1,0,0,23,1
PhD,HasPartner,70643.0,0,0,66,1218,107,304,23,143,33,1,5,8,4,6,0,0,0,0,0,0,1,622,1,30,26-44,1828,1795,0,0,0,0,17,1
PhD,HasPartner,30396.0,1,0,22,15,0,6,0,1,12,2,1,1,2,7,1,0,0,0,0,0,1,60,0,45,45-64,34,22,1,1,1,1,4,0
PhD,Single,50616.0,0,1,56,128,0,16,0,1,4,2,4,0,4,7,0,0,0,0,0,0,0,72,0,46,45-64,149,145,1,1,0,0,8,0
Master,Single,62772.0,0,1,74,581,49,157,43,8,108,1,5,6,11,2,0,1,0,0,0,0,0,406,1,45,45-64,946,838,1,1,1,1,22,1
PhD,Single,30298.0,0,0,48,6,3,12,6,1,0,1,1,1,3,3,0,0,0,0,0,0,0,41,0,29,26-44,28,28,0,0,0,0,5,0
Graduation,Single,52413.0,1,0,67,185,8,133,56,56,12,2,7,1,7,7,0,0,0,0,0,0,0,603,1,30,26-44,450,438,1,1,0,0,15,2
PhD,HasPartner,44155.0,1,1,24,22,1,9,0,0,14,1,1,1,2,4,0,0,0,0,0,0,0,161,0,57,45-64,46,32,2,1,0,0,4,0
PhD,Single,86979.0,0,0,67,584,100,835,65,83,35,1,5,5,5,2,1,0,0,0,0,0,1,234,0,43,26-44,1702,1667,0,0,1,1,15,1
Graduation,HasPartner,76532.0,1,1,38,355,30,177,90,138,30,4,9,5,7,5,0,0,0,0,0,0,0,293,0,39,26-44,820,790,2,1,0,0,21,2
Graduation,HasPartner,42081.0,1,0,86,175,10,110,54,6,27,2,6,3,4,6,1,0,0,0,0,0,0,488,1,32,26-44,382,355,1,1,1,1,13,2
PhD,HasPartner,67546.0,0,0,90,864,134,768,150,38,172,1,4,10,5,3,0,0,0,0,0,0,0,667,1,26,26-44,2126,1954,0,0,0,0,19,1
Master,HasPartner,88420.0,0,0,87,957,153,612,99,95,153,1,4,7,8,1,1,0,1,1,0,0,0,58,0,25,18-25,2069,1916,0,0,3,1,19,1
Graduation,HasPartner,31158.0,1,0,62,25,6,16,20,0,5,2,2,0,3,8,0,0,0,0,0,0,0,518,1,29,26-44,72,67,1,1,0,0,5,0
Graduation,Single,61671.0,0,1,23,641,7,56,0,0,28,8,10,4,6,8,0,1,0,1,0,0,0,26,0,46,45-64,732,704,1,1,2,1,20,2
Graduation,Single,69719.0,0,0,99,273,86,208,177,14,43,1,2,3,5,1,0,0,0,0,0,0,0,34,0,40,26-44,801,758,0,0,0,0,10,1
Graduation,Single,49160.0,0,1,29,122,21,43,25,10,15,2,3,1,6,6,0,0,0,0,0,0,0,252,0,65,65+,236,221,1,1,0,0,10,2
Basic,HasPartner,24882.0,1,0,52,1,4,10,29,0,36,1,1,1,2,6,1,0,0,0,0,0,0,658,1,36,26-44,80,44,1,1,1,1,4,0
PhD,Single,90933.0,0,0,90,1020,31,430,62,63,79,1,4,6,4,1,0,0,1,0,0,0,0,90,0,60,45-64,1685,1606,0,0,1,1,14,1
PhD,Single,113734.0,0,0,9,6,2,3,1,262,3,0,27,0,0,1,0,0,0,0,0,0,0,32,0,69,65+,277,274,0,0,0,0,27,1
PhD,HasPartner,59292.0,0,1,71,378,14,68,19,14,14,2,3,5,8,3,0,0,0,0,0,0,0,381,1,64,45-64,507,493,1,1,0,0,16,2
PhD,HasPartner,45759.0,1,1,13,42,1,18,3,0,4,2,2,0,3,7,0,0,0,0,0,0,0,491,1,50,45-64,68,64,2,1,0,0,5,0
Graduation,Single,22148.0,0,0,16,15,5,14,0,4,11,1,1,0,3,7,0,0,0,0,0,0,0,77,0,31,26-44,49,38,0,0,0,0,4,0
Master,HasPartner,73395.0,0,0,94,272,7,80,20,7,11,1,4,4,6,2,0,0,0,0,0,0,0,103,0,27,26-44,397,386,0,0,0,0,14,1
Graduation,Single,29819.0,1,0,77,9,1,24,2,1,2,3,3,0,3,6,0,0,0,0,0,0,0,248,0,43,26-44,39,37,1,1,0,0,6,0
Graduation,HasPartner,45688.0,0,1,20,279,0,18,0,0,9,2,3,1,8,4,0,1,0,0,0,0,0,155,0,46,45-64,306,297,1,1,1,1,12,2
Graduation,HasPartner,62820.0,0,0,51,398,61,265,138,61,53,1,3,4,6,1,0,0,0,0,0,0,0,414,1,60,45-64,976,923,0,0,0,0,13,1
PhD,HasPartner,60491.0,0,1,81,637,47,237,12,19,76,4,6,11,7,5,0,0,0,0,0,0,0,296,0,43,26-44,1028,952,1,1,0,0,24,2
Graduation,HasPartner,33235.0,1,0,71,45,0,16,2,1,6,1,3,0,3,7,0,0,0,0,0,0,0,144,0,28,26-44,70,64,1,1,0,0,6,0
Graduation,HasPartner,35701.0,0,0,36,21,1,9,7,3,5,1,1,0,3,6,0,0,0,0,0,0,0,467,1,55,45-64,46,41,0,0,0,0,4,0
Master,HasPartner,31535.0,1,0,95,15,4,13,0,0,19,1,1,1,2,7,1,0,0,0,0,0,0,276,0,34,26-44,51,32,1,1,1,1,4,0
2n Cycle,HasPartner,92556.0,0,0,32,493,183,352,184,23,28,0,3,5,13,0,0,0,0,0,0,0,0,70,0,54,45-64,1263,1235,0,0,0,0,21,1
Graduation,Single,67384.0,0,1,32,957,40,175,158,53,107,2,7,8,5,5,0,1,0,0,0,0,0,596,1,44,26-44,1490,1383,1,1,1,1,20,1
Master,HasPartner,80573.0,0,0,85,829,138,430,60,92,15,1,4,6,13,2,0,0,0,0,0,0,0,623,1,43,26-44,1564,1549,0,0,0,0,23,1
Graduation,HasPartner,77870.0,0,1,93,1017,50,500,65,50,133,3,5,5,5,8,0,1,0,1,0,0,1,676,1,47,45-64,1815,1682,1,1,2,1,15,2
PhD,Single,52278.0,0,1,24,953,0,71,0,0,174,6,10,5,10,8,0,0,0,0,0,0,0,520,1,51,45-64,1198,1024,1,1,0,0,25,2
Graduation,Single,57107.0,0,1,44,159,0,120,0,0,137,7,4,4,8,8,0,1,0,0,1,0,1,674,1,46,45-64,416,279,1,1,2,1,16,2
Graduation,HasPartner,18929.0,0,0,15,32,0,8,23,4,18,1,1,0,4,6,0,0,0,0,0,0,0,498,1,24,18-25,85,67,0,0,0,0,5,0
PhD,Single,36038.0,1,0,82,23,0,15,0,2,7,2,3,0,3,6,0,0,0,0,0,0,0,394,1,33,26-44,47,40,1,1,0,0,6,0
Graduation,Single,20180.0,0,0,27,18,42,24,15,20,18,1,2,1,4,7,0,0,0,0,0,0,0,494,1,38,26-44,137,119,0,0,0,0,7,0
PhD,HasPartner,34230.0,1,1,72,15,0,4,0,0,2,1,1,0,2,7,0,0,0,0,0,0,0,550,1,49,45-64,21,19,2,1,0,0,3,0
2n Cycle,Single,31878.0,0,1,7,23,4,5,10,5,23,1,1,0,4,3,0,0,0,0,0,0,0,7,0,37,26-44,70,47,1,1,0,0,5,0
2n Cycle,HasPartner,70932.0,0,1,57,200,193,100,46,185,185,2,6,2,12,3,0,0,0,0,0,0,0,161,0,42,26-44,909,724,1,1,0,0,20,1
Graduation,Single,91249.0,0,0,84,1324,27,119,71,108,27,0,7,9,6,4,0,1,1,1,1,0,1,617,1,58,45-64,1676,1649,0,0,4,1,22,1
Master,Single,77598.0,0,0,53,1193,33,281,129,66,33,1,7,5,13,3,0,0,1,0,0,0,0,271,0,71,65+,1735,1702,0,0,1,1,25,1
Graduation,Single,80982.0,1,1,48,505,137,401,104,22,22,3,11,5,11,5,0,0,0,0,0,1,0,537,1,55,45-64,1191,1169,2,1,0,0,27,2
Master,HasPartner,22701.0,1,0,2,2,4,9,0,4,5,1,1,0,3,5,0,0,0,0,0,0,0,297,0,37,26-44,24,19,1,1,0,0,4,0
PhD,HasPartner,55212.0,0,1,65,1103,0,45,0,0,34,3,4,2,11,8,0,1,0,0,1,0,0,583,1,45,45-64,1182,1148,1,1,2,1,17,2
Graduation,HasPartner,70617.0,0,0,45,353,61,753,40,46,27,1,3,3,7,2,0,0,0,0,0,0,0,371,1,44,26-44,1280,1253,0,0,0,0,13,1
Graduation,Single,64849.0,0,0,42,652,48,350,94,84,108,1,9,3,6,5,0,0,0,0,0,0,1,593,1,57,45-64,1336,1228,0,0,0,0,18,1
Master,HasPartner,62694.0,1,1,29,379,6,157,25,91,91,5,9,3,7,7,0,0,0,0,0,0,0,377,1,49,45-64,749,658,2,1,0,0,19,2
PhD,HasPartner,61917.0,1,1,83,46,4,36,2,2,1,1,2,0,4,5,0,0,0,0,0,0,0,221,0,40,26-44,91,90,2,1,0,0,6,0
PhD,HasPartner,67472.0,0,1,93,162,31,127,8,17,69,2,4,2,7,3,0,0,0,0,0,0,0,274,0,67,65+,414,345,1,1,0,0,13,2
Master,HasPartner,21059.0,1,0,40,8,3,19,3,3,8,3,3,0,3,6,0,0,0,0,0,0,0,173,0,32,26-44,44,36,1,1,0,0,6,0
Master,HasPartner,29543.0,2,0,47,17,3,18,3,4,18,2,3,1,2,7,0,0,0,0,0,0,0,89,0,46,45-64,63,45,2,1,0,0,6,0
Graduation,HasPartner,75903.0,0,1,50,340,108,185,130,38,100,2,6,6,9,3,0,0,0,0,0,0,0,447,1,63,45-64,901,801,1,1,0,0,21,1
2n Cycle,HasPartner,34984.0,1,1,40,8,4,15,3,5,3,2,1,0,3,7,0,0,0,0,0,0,0,661,1,39,26-44,38,35,2,1,0,0,4,0
PhD,Single,54998.0,0,1,3,154,22,202,39,30,8,5,4,2,9,4,0,0,0,0,0,0,1,476,1,58,45-64,455,447,1,1,0,0,15,2
PhD,Single,54356.0,0,1,62,710,15,30,20,0,0,3,11,2,8,8,0,0,0,0,0,0,1,587,1,65,65+,775,775,1,1,0,0,21,2
Master,HasPartner,34242.0,0,1,25,8,2,4,0,0,1,1,0,0,3,5,0,0,0,0,0,0,0,98,0,55,45-64,15,14,1,1,0,0,3,0
Graduation,HasPartner,25410.0,1,0,48,2,2,4,13,13,4,1,1,0,4,4,0,0,0,0,0,0,0,302,0,41,26-44,38,34,1,1,0,0,5,0
PhD,HasPartner,73356.0,0,0,56,1050,14,322,0,14,112,1,5,11,5,2,1,0,1,1,0,0,1,143,0,30,26-44,1512,1400,0,0,3,1,21,1
Graduation,HasPartner,28320.0,0,1,68,19,1,14,3,2,4,1,1,0,3,8,0,0,0,0,0,0,0,531,1,64,45-64,43,39,1,1,0,0,4,0
Graduation,Single,23763.0,1,0,64,22,0,6,6,2,6,1,1,0,3,7,0,0,0,0,0,0,0,691,1,37,26-44,42,36,1,1,0,0,4,0
Graduation,HasPartner,72570.0,0,0,67,274,83,216,151,141,224,1,4,6,12,1,0,0,0,0,0,0,0,65,0,30,26-44,1089,865,0,0,0,0,22,1
Master,HasPartner,34529.0,1,0,94,68,6,38,3,6,41,2,2,2,3,7,0,0,0,0,0,0,0,653,1,38,26-44,162,121,1,1,0,0,7,0
Graduation,Single,70792.0,0,0,82,344,45,654,104,11,114,2,3,4,10,3,0,0,0,0,0,0,0,508,1,63,45-64,1272,1158,0,0,0,0,17,1
Graduation,HasPartner,63211.0,0,0,3,145,193,459,205,26,145,2,3,8,7,2,0,0,0,0,0,0,1,604,1,32,26-44,1173,1028,0,0,0,0,18,1
Master,HasPartner,83891.0,0,1,24,217,38,350,111,85,15,1,4,7,10,1,0,0,0,0,0,0,0,9,0,40,26-44,816,801,1,1,0,0,21,1
Graduation,Single,36065.0,1,1,54,18,7,34,10,2,3,3,3,0,3,8,0,0,0,0,0,0,0,455,1,46,45-64,74,71,2,1,0,0,6,0
Graduation,HasPartner,39898.0,0,1,20,69,8,26,12,7,12,2,3,0,4,7,0,0,0,0,0,0,0,502,1,60,45-64,134,122,1,1,0,0,7,0
PhD,Single,51141.0,0,0,96,144,0,7,0,0,6,1,3,1,4,5,0,0,0,0,0,0,0,356,0,74,65+,157,151,0,0,0,0,8,0
Graduation,HasPartner,56939.0,0,1,19,256,34,103,90,29,49,2,3,3,10,3,0,0,0,0,0,0,0,284,0,38,26-44,561,512,1,1,0,0,16,2
Graduation,Single,80872.0,0,0,60,483,72,567,94,12,108,1,4,4,10,1,0,0,0,0,0,0,0,48,0,63,45-64,1336,1228,0,0,0,0,18,1
PhD,HasPartner,72335.0,0,0,2,1285,105,653,28,21,0,1,10,4,8,8,0,0,0,0,0,0,1,685,1,38,26-44,2092,2092,0,0,0,0,22,1
PhD,Single,61798.0,0,0,13,338,4,89,11,8,13,1,4,2,9,4,0,0,0,0,0,0,0,218,0,50,45-64,463,450,0,0,0,0,15,2
PhD,Single,76842.0,0,0,37,605,10,345,84,54,32,1,1,8,7,0,0,0,0,0,0,0,0,57,0,64,45-64,1130,1098,0,0,0,0,16,1
Graduation,HasPartner,29478.0,1,0,59,8,0,7,3,1,1,1,1,0,3,6,0,0,0,0,0,0,0,163,0,38,26-44,20,19,1,1,0,0,4,0
Graduation,Single,46998.0,0,1,55,172,41,86,45,6,27,5,5,3,5,7,1,0,0,0,0,0,0,615,1,58,45-64,377,350,1,1,1,1,13,2
Graduation,Single,96843.0,0,0,60,448,71,951,40,17,17,1,6,11,10,2,0,0,1,0,0,0,1,432,1,24,18-25,1544,1527,0,0,1,1,27,1
PhD,Single,56551.0,1,1,48,67,4,32,17,2,16,3,2,1,4,4,0,0,0,0,0,0,0,53,0,64,45-64,138,122,2,1,0,0,7,0
Master,HasPartner,70053.0,0,1,38,512,53,98,81,179,89,3,8,5,10,5,0,0,0,0,0,0,0,361,0,49,45-64,1012,923,1,1,0,0,23,2
PhD,Single,71670.0,0,0,8,1462,16,128,0,0,160,1,5,3,6,6,0,1,1,0,1,0,1,355,0,52,45-64,1766,1606,0,0,3,1,14,1
Graduation,HasPartner,44359.0,1,1,19,20,0,14,7,3,1,3,2,0,4,3,0,0,0,0,0,0,0,12,0,36,26-44,45,44,2,1,0,0,6,0
Graduation,Single,40887.0,1,1,32,50,4,44,10,10,43,3,3,1,3,9,0,0,0,0,0,0,1,419,1,62,45-64,161,118,2,1,0,0,7,0
Graduation,Single,48877.0,0,1,27,102,1,15,2,0,24,1,3,0,4,7,0,0,0,0,0,0,0,175,0,48,45-64,144,120,1,1,0,0,7,0
Graduation,HasPartner,74485.0,0,0,58,499,149,815,173,49,49,1,6,7,12,3,0,0,0,0,0,0,0,309,0,67,65+,1734,1685,0,0,0,0,25,1
Graduation,HasPartner,64474.0,0,1,59,381,35,172,56,86,93,2,8,2,10,5,0,0,0,0,0,0,0,250,0,42,26-44,823,730,1,1,0,0,20,2
Graduation,HasPartner,77226.0,0,1,29,631,43,239,128,76,21,2,6,8,12,3,0,0,0,0,0,0,0,121,0,51,45-64,1138,1117,1,1,0,0,26,1
Graduation,Single,72643.0,0,0,60,526,80,553,123,94,53,1,3,10,7,2,0,0,0,1,0,0,1,487,1,65,65+,1429,1376,0,0,1,1,20,1
Master,HasPartner,85738.0,0,0,41,913,26,376,17,26,13,1,3,6,11,1,0,1,1,0,0,0,0,157,0,36,26-44,1371,1358,0,0,2,1,20,1
Graduation,Single,55686.0,0,1,27,673,0,199,37,47,26,2,6,3,5,4,1,0,0,0,0,0,0,500,1,48,45-64,982,956,1,1,1,1,14,2
Graduation,Single,39062.0,1,0,28,23,0,9,0,0,12,1,1,0,3,4,1,0,0,0,0,0,0,96,0,31,26-44,44,32,1,1,1,1,4,0
Graduation,HasPartner,34600.0,1,1,8,199,33,60,8,3,15,5,5,2,5,8,0,0,0,0,0,0,1,544,1,43,26-44,318,303,2,1,0,0,12,2
Graduation,HasPartner,40794.0,0,1,18,261,23,73,4,23,50,2,6,3,5,7,0,0,0,0,0,0,0,448,1,39,26-44,434,384,1,1,0,0,14,2
2n Cycle,HasPartner,54690.0,1,1,76,111,16,37,7,9,18,3,3,1,5,3,0,0,0,0,0,0,0,234,0,43,26-44,198,180,2,1,0,0,9,2
Graduation,HasPartner,4428.0,0,1,0,16,4,12,2,4,321,0,25,0,0,1,0,0,0,0,0,0,0,267,0,45,45-64,359,38,1,1,0,0,25,0
2n Cycle,HasPartner,32632.0,0,0,32,63,151,137,153,19,53,2,4,4,8,5,0,0,0,0,0,0,0,696,1,51,45-64,576,523,0,0,0,0,16,1
PhD,Single,38236.0,1,1,2,58,0,18,2,0,10,4,3,0,4,7,0,0,0,0,0,0,0,282,0,46,45-64,88,78,2,1,0,0,7,0
Graduation,HasPartner,36781.0,1,0,16,29,1,17,0,3,13,1,2,1,2,8,0,0,0,0,0,0,1,80,0,35,26-44,63,50,1,1,0,0,5,0
Master,Single,31385.0,1,0,56,3,2,12,0,1,9,1,1,0,2,8,1,0,0,0,0,0,1,571,1,30,26-44,27,18,1,1,1,1,3,0
Graduation,HasPartner,24570.0,1,0,97,28,34,62,11,14,44,3,4,0,4,9,0,0,0,0,0,0,0,487,1,30,26-44,193,149,1,1,0,0,8,0
PhD,Single,25509.0,1,0,15,40,3,30,10,7,11,3,3,0,3,9,0,0,0,0,0,0,1,649,1,40,26-44,101,90,1,1,0,0,6,0
Graduation,HasPartner,94642.0,0,0,35,879,143,797,106,143,143,0,5,7,9,1,0,0,1,1,0,0,0,137,0,63,45-64,2211,2068,0,0,2,1,21,1
Master,HasPartner,58646.0,0,1,3,62,1,44,6,5,22,1,2,1,4,4,0,0,0,0,0,0,0,384,1,52,45-64,140,118,1,1,0,0,7,0
Graduation,Single,53201.0,1,1,49,280,7,81,20,0,27,8,6,3,5,7,0,0,0,0,0,0,0,502,1,39,26-44,415,388,2,1,0,0,14,2
Graduation,HasPartner,21994.0,0,1,4,9,0,6,3,1,3,1,0,0,3,5,0,0,0,0,0,0,0,552,1,57,45-64,22,19,1,1,0,0,3,0
Graduation,HasPartner,57113.0,1,1,45,182,4,33,0,2,42,6,4,1,5,7,0,0,0,0,0,0,0,508,1,36,26-44,263,221,2,1,0,0,10,2
Graduation,HasPartner,51373.0,0,0,37,83,2,101,64,26,117,1,3,5,3,4,0,0,0,0,0,0,0,372,1,23,18-25,393,276,0,0,0,0,11,1
Graduation,HasPartner,23477.0,1,0,39,38,15,54,3,8,29,3,3,0,4,8,0,0,0,0,0,0,0,251,0,28,26-44,147,118,1,1,0,0,7,0
Graduation,HasPartner,58116.0,0,1,38,228,19,130,4,11,51,2,3,3,8,2,0,0,0,0,0,0,0,77,0,58,45-64,443,392,1,1,0,0,14,2
PhD,Single,72968.0,0,0,8,1092,37,592,145,37,55,1,5,5,8,3,0,0,0,1,0,0,1,195,0,51,45-64,1958,1903,0,0,1,1,18,1
Master,HasPartner,39791.0,0,1,89,85,15,27,13,13,21,2,3,1,4,7,0,0,0,0,0,0,0,458,1,43,26-44,174,153,1,1,0,0,8,0
Master,Single,91712.0,0,0,47,1276,24,746,94,29,48,0,9,7,11,3,0,0,1,0,0,0,1,255,0,67,65+,2217,2169,0,0,1,1,27,1
Graduation,Single,94472.0,0,1,75,1017,33,417,108,100,16,1,5,5,5,5,0,1,1,0,0,0,0,87,0,56,45-64,1691,1675,1,1,2,1,15,1
Graduation,HasPartner,13672.0,1,1,86,6,2,9,2,1,5,2,1,0,3,8,0,0,0,0,0,0,0,438,1,54,45-64,25,20,2,1,0,0,4,0
2n Cycle,HasPartner,96547.0,0,0,4,448,21,125,52,101,62,0,7,6,8,2,1,0,1,1,0,0,1,37,0,34,26-44,809,747,0,0,3,1,21,1
Graduation,HasPartner,79205.0,0,0,73,504,23,117,179,28,44,1,6,5,4,4,0,0,0,1,0,0,1,669,1,39,26-44,895,851,0,0,1,1,15,1
PhD,HasPartner,56559.0,0,1,46,226,22,133,41,31,31,3,4,3,8,4,0,0,0,0,0,0,0,551,1,39,26-44,484,453,1,1,0,0,15,2
PhD,HasPartner,32644.0,1,0,38,239,3,141,0,7,23,4,7,1,6,8,1,0,0,0,0,0,0,529,1,41,26-44,413,390,1,1,1,1,14,2
2n Cycle,Single,67506.0,0,1,73,90,38,67,33,36,67,1,4,1,6,3,0,0,0,0,0,0,0,178,0,34,26-44,331,264,1,1,0,0,11,2
Graduation,Single,24206.0,1,0,66,7,2,8,3,2,3,1,1,0,3,6,0,0,0,0,0,0,0,478,1,44,26-44,25,22,1,1,0,0,4,0
PhD,Single,28420.0,1,0,36,4,2,5,2,0,0,1,1,0,2,6,0,0,0,0,0,0,0,187,0,47,45-64,13,13,1,1,0,0,3,0
